,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,result,player,rate_1stWon,bpSaved_rate,return_points_won,return_rate,return_pts_won_pct,serve_won_pct
908,2023-580,Australian Open,Hard,128,G,20230116,217,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,200282,22.0,0,Alex De Minaur,R,183.0,AUS,23.9,6-2 6-1 6-2,5,R16,126.0,4.0,3.0,68.0,44.0,33.0,16.0,12.0,0.0,0.0,3.0,2.0,82.0,50.0,26.0,14.0,11.0,6.0,12.0,5.0,5070.0,24.0,1710.0,0,Alex De Minaur,0.0,0.0,42.0,0.0,0.0,0.0
909,2023-580,Australian Open,Hard,128,G,20230116,222,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.2,6-1 6-2 6-4,5,QF,123.0,14.0,5.0,88.0,56.0,45.0,16.0,13.0,5.0,5.0,6.0,3.0,92.0,64.0,39.0,9.0,12.0,9.0,14.0,5.0,5070.0,6.0,3930.0,0,Andrey Rublev,0.0,1.0,44.0,0.0,0.0,0.0
910,2023-580,Australian Open,Hard,128,G,20230116,223,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,210097,0.0,0,Ben Shelton,L,193.0,USA,20.2,7-6(6) 6-3 5-7 6-4,5,QF,186.0,7.0,3.0,117.0,77.0,66.0,27.0,22.0,2.0,4.0,24.0,6.0,162.0,94.0,71.0,32.0,21.0,12.0,15.0,35.0,1160.0,89.0,604.0,0,Ben Shelton,0.0,0.5,59.0,0.0,0.0,0.0
911,2023-580,Australian Open,Hard,128,G,20230116,225,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,126205,0.0,0,Tommy Paul,R,185.0,USA,25.6,7-5 6-1 6-2,5,SF,140.0,12.0,5.0,91.0,53.0,40.0,21.0,14.0,7.0,9.0,4.0,0.0,77.0,45.0,24.0,14.0,13.0,4.0,11.0,5.0,5070.0,35.0,1160.0,0,Tommy Paul,0.0,0.7777777777777778,39.0,0.0,0.0,0.0
912,2023-580,Australian Open,Hard,128,G,20230116,226,104925,4.0,0,Novak Djokovic,R,188.0,SRB,35.6,126774,3.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.4,6-3 7-6(4) 7-6(5),5,F,176.0,7.0,3.0,100.0,66.0,54.0,21.0,17.0,2.0,3.0,15.0,3.0,106.0,69.0,50.0,19.0,16.0,3.0,5.0,5.0,5070.0,4.0,5715.0,0,Stefanos Tsitsipas,0.0,0.6666666666666666,37.0,0.0,0.0,0.0
913,2023-0424,Dallas,Hard,32,A,20230206,299,200059,0.0,0,Yibing Wu,R,183.0,CHN,23.3,126203,1.0,0,Taylor Fritz,R,196.0,USA,25.2,6-7(3) 7-5 6-4,3,SF,152.0,6.0,0.0,122.0,72.0,51.0,32.0,17.0,9.0,9.0,20.0,2.0,96.0,58.0,47.0,25.0,17.0,2.0,4.0,97.0,544.0,8.0,3410.0,0,Taylor Fritz,0.0,1.0,24.0,0.0,0.0,0.0
914,2023-0424,Dallas,Hard,32,A,20230206,294,200670,6.0,0,J J Wolf,R,183.0,USA,24.1,126207,2.0,0,Frances Tiafoe,R,188.0,USA,25.0,4-6 6-3 6-4,3,QF,125.0,11.0,2.0,95.0,57.0,47.0,18.0,15.0,9.0,11.0,14.0,0.0,87.0,60.0,45.0,11.0,14.0,5.0,8.0,43.0,922.0,14.0,2305.0,0,Frances Tiafoe,0.0,0.8181818181818182,31.0,0.0,0.0,0.0
915,2023-0375,Montpellier,Hard,32,A,20230206,299,202195,0.0,0,Maxime Cressy,R,201.0,USA,25.7,208029,1.0,0,Holger Rune,R,188.0,DEN,19.7,7-5 6-7(3) 7-6(4),3,SF,159.0,15.0,10.0,100.0,57.0,53.0,26.0,18.0,0.0,0.0,8.0,3.0,104.0,72.0,59.0,20.0,18.0,1.0,2.0,51.0,857.0,9.0,3046.0,0,Holger Rune,0.0,0.0,25.0,0.0,0.0,0.0
916,2023-0375,Montpellier,Hard,32,A,20230206,298,206173,2.0,0,Jannik Sinner,R,191.0,ITA,21.4,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,7-5 6-2,3,SF,94.0,5.0,1.0,55.0,34.0,28.0,14.0,10.0,2.0,2.0,6.0,2.0,70.0,48.0,30.0,11.0,10.0,4.0,7.0,17.0,2195.0,163.0,361.0,0,Arthur Fils,0.0,1.0,29.0,0.0,0.0,0.0
917,2023-0375,Montpellier,Hard,32,A,20230206,277,200221,5.0,0,Alejandro Davidovich Fokina,R,183.0,ESP,23.6,200005,0.0,WC,Ugo Humbert,L,188.0,FRA,24.6,1-6 7-6(2) 0-0 RET,3,R32,123.0,0.0,3.0,64.0,31.0,17.0,21.0,9.0,3.0,6.0,6.0,2.0,69.0,48.0,35.0,9.0,10.0,7.0,8.0,32.0,1325.0,85.0,603.0,0,Ugo Humbert,0.0,0.5,25.0,0.0,0.0,0.0
918,2023-0499,Delray Beach,Hard,32,A,20230213,294,105430,0.0,0,Radu Albot,R,175.0,MDA,33.2,126205,2.0,0,Tommy Paul,R,185.0,USA,25.7,6-2 6-2,3,QF,75.0,3.0,2.0,57.0,40.0,32.0,6.0,8.0,2.0,2.0,5.0,0.0,47.0,28.0,18.0,7.0,8.0,2.0,6.0,113.0,463.0,18.0,1835.0,0,Tommy Paul,0.0,1.0,22.0,0.0,0.0,0.0
919,2023-0499,Delray Beach,Hard,32,A,20230213,277,106218,0.0,0,Marcos Giron,R,180.0,USA,29.5,210097,8.0,0,Ben Shelton,L,193.0,USA,20.3,6-4 6-4,3,R32,67.0,5.0,1.0,51.0,35.0,30.0,10.0,10.0,0.0,0.0,4.0,2.0,52.0,39.0,29.0,7.0,10.0,0.0,2.0,55.0,796.0,42.0,964.0,0,Ben Shelton,0.0,0.0,16.0,0.0,0.0,0.0
920,2023-0506,Buenos Aires,Clay,32,A,20230213,295,122669,0.0,Q,Juan Pablo Varillas,R,185.0,PER,27.3,207518,3.0,0,Lorenzo Musetti,R,185.0,ITA,20.9,6-4 6-4,3,QF,106.0,2.0,0.0,66.0,42.0,31.0,11.0,10.0,3.0,5.0,2.0,1.0,64.0,37.0,24.0,11.0,10.0,4.0,8.0,101.0,541.0,20.0,1821.0,0,Lorenzo Musetti,0.0,0.6,29.0,0.0,0.0,0.0
921,2023-0407,Rotterdam,Hard,32,A,20230213,300,106421,6.0,0,Daniil Medvedev,R,198.0,RUS,27.0,206173,0.0,0,Jannik Sinner,R,191.0,ITA,21.4,5-7 6-2 6-2,3,F,149.0,4.0,1.0,86.0,59.0,44.0,12.0,14.0,4.0,6.0,2.0,1.0,96.0,55.0,34.0,19.0,14.0,7.0,12.0,11.0,2750.0,14.0,2445.0,0,Jannik Sinner,0.0,0.6666666666666666,43.0,0.0,0.0,0.0
922,2023-0407,Rotterdam,Hard,32,A,20230213,298,106421,6.0,0,Daniil Medvedev,R,198.0,RUS,27.0,105777,0.0,0,Grigor Dimitrov,R,191.0,BUL,31.7,6-1 6-2,3,SF,81.0,8.0,0.0,55.0,36.0,25.0,9.0,7.0,4.0,5.0,0.0,2.0,51.0,34.0,15.0,5.0,8.0,7.0,13.0,11.0,2750.0,28.0,1440.0,0,Grigor Dimitrov,0.0,0.8,31.0,0.0,0.0,0.0
923,2023-0407,Rotterdam,Hard,32,A,20230213,295,106421,6.0,0,Daniil Medvedev,R,198.0,RUS,27.0,200000,3.0,0,Felix Auger Aliassime,R,193.0,CAN,22.5,6-2 6-4,3,QF,83.0,4.0,2.0,49.0,30.0,22.0,13.0,9.0,2.0,3.0,1.0,3.0,54.0,27.0,21.0,9.0,9.0,3.0,7.0,11.0,2750.0,8.0,3260.0,0,Felix Auger Aliassime,0.0,0.6666666666666666,24.0,0.0,0.0,0.0
924,2023-0407,Rotterdam,Hard,32,A,20230213,294,105777,0.0,0,Grigor Dimitrov,R,191.0,BUL,31.7,200282,0.0,0,Alex De Minaur,R,183.0,AUS,23.9,6-3 3-6 7-6(6),3,QF,153.0,6.0,3.0,90.0,50.0,41.0,21.0,15.0,5.0,8.0,4.0,6.0,107.0,59.0,41.0,25.0,15.0,4.0,7.0,28.0,1440.0,25.0,1620.0,0,Alex De Minaur,0.0,0.625,41.0,0.0,0.0,0.0
925,2023-0407,Rotterdam,Hard,32,A,20230213,293,206173,0.0,0,Jannik Sinner,R,191.0,ITA,21.4,126774,1.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.5,6-4 6-3,3,R16,81.0,3.0,1.0,44.0,27.0,24.0,13.0,9.0,0.0,0.0,1.0,3.0,62.0,32.0,22.0,14.0,10.0,1.0,4.0,14.0,2445.0,3.0,5940.0,0,Stefanos Tsitsipas,0.0,0.0,26.0,0.0,0.0,0.0
926,2023-0407,Rotterdam,Hard,32,A,20230213,291,133835,0.0,WC,Gijs Brouwer,L,191.0,NED,26.9,208029,4.0,0,Holger Rune,R,188.0,DEN,19.7,6-4 4-0 RET,3,R16,73.0,5.0,1.0,54.0,34.0,24.0,8.0,7.0,2.0,3.0,4.0,5.0,57.0,37.0,22.0,7.0,7.0,3.0,7.0,160.0,367.0,9.0,3136.0,0,Holger Rune,0.0,0.6666666666666666,28.0,0.0,0.0,0.0
927,2023-0407,Rotterdam,Hard,32,A,20230213,290,134868,0.0,WC,Tallon Griekspoor,R,188.0,NED,26.6,100644,8.0,0,Alexander Zverev,R,198.0,GER,25.8,4-6 6-3 6-4,3,R16,124.0,12.0,3.0,86.0,55.0,50.0,13.0,15.0,6.0,7.0,5.0,4.0,77.0,55.0,39.0,12.0,14.0,0.0,2.0,61.0,789.0,17.0,2275.0,0,Alexander Zverev,0.0,0.8571428571428571,26.0,0.0,0.0,0.0
928,2023-0407,Rotterdam,Hard,32,A,20230213,270,200282,0.0,0,Alex De Minaur,R,183.0,AUS,23.9,126094,2.0,0,Andrey Rublev,R,188.0,RUS,25.3,6-4 6-4,3,R32,81.0,3.0,4.0,54.0,32.0,28.0,12.0,10.0,0.0,0.0,7.0,3.0,69.0,37.0,30.0,12.0,10.0,4.0,6.0,25.0,1620.0,5.0,4065.0,0,Andrey Rublev,0.0,0.0,27.0,0.0,0.0,0.0
929,2023-0451,Doha,Hard,32,A,20230220,298,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.0,200000,2.0,0,Felix Auger Aliassime,R,193.0,CAN,22.5,6-4 7-6(7),3,SF,117.0,6.0,1.0,66.0,48.0,37.0,10.0,11.0,3.0,5.0,5.0,5.0,73.0,41.0,31.0,14.0,11.0,4.0,7.0,8.0,3250.0,9.0,3200.0,0,Felix Auger Aliassime,0.0,0.6,28.0,0.0,0.0,0.0
930,2023-0451,Doha,Hard,32,A,20230220,297,208103,0.0,0,Jiri Lehecka,R,185.0,CZE,21.2,126094,1.0,0,Andrey Rublev,R,188.0,RUS,25.3,4-6 6-4 6-3,3,QF,101.0,2.0,2.0,82.0,52.0,39.0,22.0,15.0,0.0,1.0,10.0,2.0,75.0,47.0,36.0,17.0,14.0,1.0,3.0,52.0,842.0,5.0,3860.0,0,Andrey Rublev,0.0,0.0,22.0,0.0,0.0,0.0
931,2023-0451,Doha,Hard,32,A,20230220,291,104918,0.0,WC,Andy Murray,R,191.0,GBR,35.7,100644,4.0,0,Alexander Zverev,R,198.0,GER,25.8,7-6(5) 2-6 7-5,3,R16,182.0,2.0,3.0,118.0,77.0,55.0,18.0,16.0,7.0,11.0,11.0,2.0,99.0,72.0,53.0,12.0,16.0,2.0,5.0,70.0,750.0,16.0,2320.0,0,Alexander Zverev,0.0,0.6363636363636364,34.0,0.0,0.0,0.0
932,2023-6932,Rio De Janeiro,Clay,32,A,20230220,300,111815,2.0,0,Cameron Norrie,L,188.0,GBR,27.4,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.7,5-7 6-4 7-5,3,F,161.0,3.0,5.0,105.0,65.0,42.0,20.0,17.0,4.0,9.0,4.0,4.0,115.0,78.0,52.0,15.0,17.0,10.0,16.0,13.0,2615.0,2.0,6480.0,0,Carlos Alcaraz,0.0,0.4444444444444444,48.0,0.0,0.0,0.0
933,2023-6932,Rio De Janeiro,Clay,32,A,20230220,281,111797,0.0,Q,Nicolas Jarry,R,201.0,CHI,27.3,207518,3.0,0,Lorenzo Musetti,R,185.0,ITA,20.9,6-4 6-1,3,R32,73.0,4.0,1.0,39.0,22.0,19.0,13.0,8.0,0.0,0.0,4.0,4.0,54.0,31.0,21.0,8.0,9.0,1.0,5.0,139.0,416.0,18.0,1855.0,0,Lorenzo Musetti,0.0,0.0,25.0,0.0,0.0,0.0
934,2023-0496,Marseille,Hard,32,A,20230220,298,126127,0.0,0,Benjamin Bonzi,R,183.0,FRA,26.6,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,6-4 6-4,3,SF,84.0,4.0,0.0,52.0,32.0,28.0,14.0,10.0,1.0,1.0,7.0,4.0,65.0,36.0,25.0,17.0,10.0,7.0,9.0,60.0,794.0,118.0,449.0,0,Arthur Fils,0.0,1.0,23.0,0.0,0.0,0.0
935,2023-0496,Marseille,Hard,32,A,20230220,296,122330,0.0,0,Alexander Bublik,R,196.0,KAZ,25.6,105777,4.0,0,Grigor Dimitrov,R,191.0,BUL,31.7,7-5 3-6 7-6(6),3,QF,139.0,16.0,7.0,99.0,60.0,46.0,22.0,16.0,1.0,3.0,14.0,4.0,97.0,66.0,54.0,15.0,17.0,1.0,3.0,50.0,865.0,25.0,1575.0,0,Grigor Dimitrov,0.0,0.3333333333333333,28.0,0.0,0.0,0.0
936,2023-0496,Marseille,Hard,32,A,20230220,295,126127,0.0,0,Benjamin Bonzi,R,183.0,FRA,26.6,200282,3.0,0,Alex De Minaur,R,183.0,AUS,24.0,6-2 6-4,3,QF,100.0,5.0,2.0,59.0,37.0,28.0,11.0,9.0,1.0,2.0,0.0,1.0,71.0,42.0,26.0,10.0,9.0,4.0,8.0,60.0,794.0,23.0,1710.0,0,Alex De Minaur,0.0,0.5,35.0,0.0,0.0,0.0
937,2023-0496,Marseille,Hard,32,A,20230220,286,209950,0.0,WC,Arthur Fils,R,185.0,FRA,18.6,206173,2.0,0,Jannik Sinner,R,191.0,ITA,21.5,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,449.0,12.0,2745.0,0,Jannik Sinner,0.0,0.0,0.0,0.0,0.0,0.0
938,2023-0807,Acapulco,Hard,32,A,20230227,300,200282,8.0,0,Alex De Minaur,R,183.0,AUS,24.0,126205,7.0,0,Tommy Paul,R,185.0,USA,25.7,3-6 6-4 6-1,3,F,147.0,2.0,1.0,84.0,42.0,34.0,22.0,13.0,6.0,8.0,1.0,4.0,91.0,55.0,33.0,19.0,13.0,6.0,10.0,22.0,1710.0,23.0,1700.0,0,Tommy Paul,0.0,0.75,39.0,0.0,0.0,0.0
939,2023-0807,Acapulco,Hard,32,A,20230227,299,126205,7.0,0,Tommy Paul,R,185.0,USA,25.7,126203,3.0,0,Taylor Fritz,R,196.0,USA,25.3,6-3 6-7(2) 7-6(2),3,SF,205.0,7.0,5.0,143.0,94.0,64.0,21.0,17.0,10.0,13.0,6.0,3.0,118.0,64.0,52.0,21.0,16.0,10.0,14.0,23.0,1700.0,5.0,3660.0,0,Taylor Fritz,0.0,0.7692307692307693,45.0,0.0,0.0,0.0
940,2023-0807,Acapulco,Hard,32,A,20230227,298,200282,8.0,0,Alex De Minaur,R,183.0,AUS,24.0,208029,4.0,0,Holger Rune,R,188.0,DEN,19.8,3-6 7-5 6-2,3,SF,168.0,3.0,10.0,99.0,50.0,38.0,26.0,14.0,7.0,8.0,4.0,5.0,112.0,67.0,42.0,25.0,15.0,11.0,14.0,22.0,1710.0,10.0,3161.0,0,Holger Rune,0.0,0.875,45.0,0.0,0.0,0.0
941,2023-0807,Acapulco,Hard,32,A,20230227,296,126203,3.0,0,Taylor Fritz,R,196.0,USA,25.3,126207,6.0,0,Frances Tiafoe,R,188.0,USA,25.1,6-3 6-4,3,QF,95.0,5.0,0.0,64.0,32.0,24.0,21.0,10.0,4.0,4.0,6.0,4.0,59.0,37.0,28.0,8.0,9.0,1.0,3.0,5.0,3660.0,15.0,2350.0,0,Frances Tiafoe,0.0,1.0,23.0,0.0,0.0,0.0
942,2023-0807,Acapulco,Hard,32,A,20230227,286,106121,0.0,Q,Taro Daniel,R,191.0,JPN,30.0,134770,2.0,0,Casper Ruud,R,183.0,NOR,24.1,7-5 2-6 7-6(5),3,R16,177.0,3.0,1.0,93.0,54.0,39.0,26.0,16.0,4.0,7.0,7.0,4.0,103.0,66.0,49.0,21.0,16.0,1.0,3.0,125.0,448.0,4.0,5515.0,0,Casper Ruud,0.0,0.5714285714285714,33.0,0.0,0.0,0.0
943,2023-0807,Acapulco,Hard,32,A,20230227,274,208029,4.0,0,Holger Rune,R,188.0,DEN,19.8,210097,0.0,WC,Ben Shelton,L,193.0,USA,20.3,6-7(7) 6-4 6-2,3,R32,140.0,5.0,6.0,86.0,52.0,42.0,24.0,15.0,2.0,3.0,9.0,5.0,96.0,60.0,48.0,16.0,15.0,5.0,9.0,10.0,3161.0,41.0,964.0,0,Ben Shelton,0.0,0.6666666666666666,32.0,0.0,0.0,0.0
944,2023-0495,Dubai,Hard,32,A,20230227,300,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.0,126094,2.0,0,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-2,3,F,68.0,9.0,1.0,40.0,29.0,24.0,8.0,8.0,0.0,0.0,3.0,1.0,54.0,33.0,21.0,6.0,8.0,3.0,7.0,7.0,3320.0,6.0,3405.0,0,Andrey Rublev,0.0,0.0,27.0,0.0,0.0,0.0
945,2023-0495,Dubai,Hard,32,A,20230227,299,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.0,104925,1.0,0,Novak Djokovic,R,188.0,SRB,35.7,6-4 6-4,3,SF,95.0,8.0,1.0,62.0,36.0,28.0,13.0,10.0,0.0,1.0,5.0,1.0,62.0,43.0,29.0,11.0,10.0,1.0,4.0,7.0,3320.0,1.0,6980.0,0,Novak Djokovic,0.0,0.0,22.0,0.0,0.0,0.0
946,2023-0495,Dubai,Hard,32,A,20230227,298,126094,2.0,0,Andrey Rublev,R,188.0,RUS,25.3,100644,7.0,0,Alexander Zverev,R,198.0,GER,25.8,6-3 7-6(9),3,SF,118.0,2.0,2.0,70.0,44.0,33.0,17.0,10.0,0.0,1.0,12.0,3.0,84.0,67.0,46.0,5.0,11.0,3.0,6.0,6.0,3405.0,16.0,2320.0,0,Alexander Zverev,0.0,0.0,33.0,0.0,0.0,0.0
947,2023-0495,Dubai,Hard,32,A,20230227,288,132283,0.0,0,Lorenzo Sonego,R,191.0,ITA,27.8,200000,4.0,0,Felix Auger Aliassime,R,193.0,CAN,22.5,7-6(4) 6-4,3,R16,115.0,2.0,1.0,56.0,44.0,39.0,9.0,11.0,0.0,0.0,6.0,3.0,70.0,34.0,28.0,21.0,11.0,2.0,3.0,67.0,745.0,9.0,3245.0,0,Felix Auger Aliassime,0.0,0.0,21.0,0.0,0.0,0.0
948,2023-8996,Santiago,Clay,32,A,20230227,293,144719,0.0,0,Jaume Munar,R,183.0,ESP,25.8,207518,1.0,0,Lorenzo Musetti,R,185.0,ITA,20.9,6-4 6-4,3,R16,90.0,0.0,2.0,61.0,38.0,33.0,12.0,10.0,6.0,6.0,2.0,1.0,52.0,33.0,24.0,11.0,10.0,1.0,3.0,66.0,777.0,18.0,1855.0,0,Lorenzo Musetti,0.0,1.0,17.0,0.0,0.0,0.0
949,2023-0404,Indian Wells Masters,Hard,128,M,20230306,300,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.8,106421,5.0,0,Daniil Medvedev,R,198.0,RUS,27.0,6-3 6-2,3,F,70.0,1.0,0.0,49.0,37.0,30.0,7.0,9.0,0.0,0.0,0.0,2.0,48.0,31.0,19.0,7.0,8.0,0.0,3.0,2.0,6780.0,6.0,3775.0,0,Daniil Medvedev,0.0,0.0,22.0,0.0,0.0,0.0
950,2023-0404,Indian Wells Masters,Hard,128,M,20230306,299,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.8,206173,11.0,0,Jannik Sinner,R,191.0,ITA,21.5,7-6(4) 6-3,3,SF,112.0,5.0,1.0,72.0,52.0,38.0,9.0,11.0,1.0,2.0,4.0,4.0,72.0,36.0,28.0,17.0,10.0,4.0,6.0,2.0,6780.0,13.0,2655.0,0,Jannik Sinner,0.0,0.5,27.0,0.0,0.0,0.0
951,2023-0404,Indian Wells Masters,Hard,128,M,20230306,298,106421,5.0,0,Daniil Medvedev,R,198.0,RUS,27.0,126207,14.0,0,Frances Tiafoe,R,188.0,USA,25.1,7-5 7-6(4),3,SF,106.0,9.0,2.0,75.0,44.0,35.0,20.0,12.0,1.0,3.0,3.0,1.0,75.0,44.0,31.0,15.0,12.0,8.0,11.0,6.0,3775.0,16.0,2395.0,0,Frances Tiafoe,0.0,0.3333333333333333,29.0,0.0,0.0,0.0
952,2023-0404,Indian Wells Masters,Hard,128,M,20230306,297,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.8,200000,8.0,0,Felix Auger Aliassime,R,193.0,CAN,22.5,6-4 6-4,3,QF,120.0,2.0,2.0,58.0,36.0,29.0,13.0,10.0,3.0,4.0,6.0,6.0,82.0,46.0,32.0,15.0,10.0,9.0,12.0,2.0,6780.0,10.0,3245.0,0,Felix Auger Aliassime,0.0,0.75,35.0,0.0,0.0,0.0
953,2023-0404,Indian Wells Masters,Hard,128,M,20230306,296,206173,11.0,0,Jannik Sinner,R,191.0,ITA,21.5,126203,4.0,0,Taylor Fritz,R,196.0,USA,25.3,6-4 4-6 6-4,3,QF,137.0,5.0,1.0,88.0,56.0,45.0,15.0,15.0,1.0,3.0,4.0,0.0,92.0,50.0,35.0,23.0,15.0,6.0,9.0,13.0,2655.0,5.0,3795.0,0,Taylor Fritz,0.0,0.3333333333333333,34.0,0.0,0.0,0.0
954,2023-0404,Indian Wells Masters,Hard,128,M,20230306,293,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.8,207733,0.0,0,Jack Draper,L,193.0,GBR,21.2,6-2 2-0 RET,3,R16,46.0,3.0,0.0,27.0,20.0,16.0,6.0,5.0,3.0,3.0,1.0,1.0,34.0,22.0,11.0,4.0,5.0,2.0,5.0,2.0,6780.0,56.0,854.0,0,Jack Draper,0.0,1.0,19.0,0.0,0.0,0.0
955,2023-0404,Indian Wells Masters,Hard,128,M,20230306,292,200000,8.0,0,Felix Auger Aliassime,R,193.0,CAN,22.5,126205,17.0,0,Tommy Paul,R,185.0,USA,25.8,3-6 6-3 7-6(6),3,R16,166.0,12.0,7.0,95.0,55.0,43.0,21.0,15.0,7.0,9.0,0.0,4.0,105.0,72.0,50.0,17.0,15.0,6.0,8.0,10.0,3245.0,19.0,2000.0,0,Tommy Paul,0.0,0.7777777777777778,38.0,0.0,0.0,0.0
956,2023-0404,Indian Wells Masters,Hard,128,M,20230306,289,106421,5.0,0,Daniil Medvedev,R,198.0,RUS,27.0,100644,12.0,0,Alexander Zverev,R,198.0,GER,25.8,6-7(5) 7-6(5) 7-5,3,R16,197.0,12.0,5.0,131.0,87.0,65.0,24.0,18.0,15.0,17.0,7.0,3.0,124.0,93.0,66.0,17.0,18.0,5.0,8.0,6.0,3775.0,14.0,2500.0,0,Alexander Zverev,0.0,0.8823529411764706,41.0,0.0,0.0,0.0
957,2023-0404,Indian Wells Masters,Hard,128,M,20230306,287,111815,10.0,0,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,0,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,0,Andrey Rublev,0.0,0.6,25.0,0.0,0.0,0.0
958,2023-0404,Indian Wells Masters,Hard,128,M,20230306,278,104527,0.0,PR,Stan Wawrinka,R,183.0,SUI,37.9,208029,7.0,0,Holger Rune,R,188.0,DEN,19.8,6-2 6-7(5) 7-5,3,R32,160.0,12.0,1.0,102.0,58.0,43.0,27.0,16.0,6.0,8.0,6.0,6.0,110.0,61.0,39.0,23.0,16.0,3.0,8.0,100.0,557.0,8.0,3321.0,0,Holger Rune,0.0,0.75,48.0,0.0,0.0,0.0
959,2023-0404,Indian Wells Masters,Hard,128,M,20230306,274,106426,0.0,Q,Cristian Garin,R,185.0,CHI,26.7,134770,3.0,0,Casper Ruud,R,183.0,NOR,24.2,6-4 7-6(2),3,R32,118.0,5.0,3.0,78.0,45.0,36.0,17.0,11.0,3.0,4.0,3.0,2.0,80.0,48.0,33.0,17.0,11.0,5.0,7.0,97.0,566.0,4.0,5560.0,0,Casper Ruud,0.0,0.75,30.0,0.0,0.0,0.0
960,2023-0404,Indian Wells Masters,Hard,128,M,20230306,273,126094,6.0,0,Andrey Rublev,R,188.0,RUS,25.3,200005,0.0,0,Ugo Humbert,L,188.0,FRA,24.6,7-5 6-3,3,R32,82.0,4.0,0.0,52.0,40.0,31.0,7.0,10.0,0.0,1.0,4.0,4.0,68.0,30.0,23.0,17.0,11.0,2.0,6.0,7.0,3660.0,77.0,678.0,0,Ugo Humbert,0.0,0.0,28.0,0.0,0.0,0.0
961,2023-0404,Indian Wells Masters,Hard,128,M,20230306,261,126203,4.0,0,Taylor Fritz,R,196.0,USA,25.3,210097,0.0,0,Ben Shelton,L,193.0,USA,20.4,4-6 6-4 6-3,3,R64,112.0,4.0,0.0,74.0,43.0,34.0,26.0,15.0,0.0,1.0,4.0,2.0,82.0,48.0,41.0,16.0,14.0,2.0,4.0,5.0,3795.0,41.0,964.0,0,Ben Shelton,0.0,0.0,25.0,0.0,0.0,0.0
962,2023-0404,Indian Wells Masters,Hard,128,M,20230306,258,105916,0.0,0,Marton Fucsovics,R,188.0,HUN,31.0,200282,16.0,0,Alex De Minaur,R,183.0,AUS,24.0,6-4 6-2,3,R64,87.0,4.0,0.0,53.0,38.0,23.0,7.0,9.0,1.0,4.0,1.0,6.0,60.0,27.0,20.0,6.0,9.0,2.0,8.0,84.0,652.0,18.0,2165.0,0,Alex De Minaur,0.0,0.25,34.0,0.0,0.0,0.0
963,2023-0404,Indian Wells Masters,Hard,128,M,20230306,256,105173,0.0,0,Adrian Mannarino,L,180.0,FRA,34.6,207518,19.0,0,Lorenzo Musetti,R,185.0,ITA,21.0,6-4 6-4,3,R64,136.0,3.0,1.0,93.0,59.0,38.0,16.0,10.0,9.0,11.0,3.0,1.0,68.0,36.0,23.0,12.0,10.0,4.0,8.0,68.0,791.0,21.0,1855.0,0,Lorenzo Musetti,0.0,0.8181818181818182,33.0,0.0,0.0,0.0
